,iauname,png_loc,input_text,target
141,J105737.04+103923.3,dr5/J105/J105737.04+103923.3.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features such as a weak bar, two spiral arms with moderate spiral winding and a moderate central bulge, but does not have an edge-on disk and is not merging, suggesting a tight spiral winding."
142,J094839.89+080449.5,dr5/J094/J094839.89+080449.5.png,smooth | round,"The smooth, round image of the galaxy was breath-taking."
143,J095641.55+145756.9,dr5/J095/J095641.55+145756.9.png,has features or disk | has an edge-on disk | not merging | no central bulge,The galaxy image has an edge-on disk which does not appear to be merging and lacks a central bulge.
144,J003131.50-060620.9,dr5/J003/J003131.50-060620.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy has no edge-on disk, is not merging, has no bar, has tight spiral winding but no spiral arms and a small central bulge in the image."
145,J104954.05+321035.8,dr5/J104/J104954.05+321035.8.png,smooth | round | not merging,"The galaxy image showed a smooth, round shape, not merging with any other galaxies."
146,J154839.37+192905.8,dr5/J154/J154839.37+192905.8.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms and tight winding spirals, a moderate central bulge, and no bar. Although the image does not show it to be edge-on, the galaxy does not appear to be merging with another."
147,J010336.58-005048.2,dr5/J010/J010336.58-005048.2.png,smooth | round | not merging,"The image of a smooth, round galaxy was not merging."
148,J121855.15+223441.3,dr5/J121/J121855.15+223441.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | no spiral arms | moderate central bulge,"This galaxy has features of a disk but does not have an edge-on disk, is not merging, has no bar, has moderate central bulge but either has medium spiral winding or no spiral arms."
149,J003946.23+152154.6,dr5/J003/J003946.23+152154.6.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
150,J221840.97-002335.5,dr5/J221/J221840.97-002335.5.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | small central bulge,"This galaxy image has features such as no edge-on disk, no merging, a weak bar, two spiral arms with tight and medium winding, and a small central bulge."
151,J142019.02+025802.4,dr5/J142/J142019.02+025802.4.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"The galaxy in the image has features such as two moderate spiral arms that have a loose winding pattern and no bar, as well as a central bulge, but it does not have an edge-on disk or show signs of merging."
152,J093816.94+320908.2,dr5/J093/J093816.94+320908.2.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | does not have spiral arms | large central bulge,"This galaxy, as seen in the image, does not have an edge-on disk and appears to be merging with a minor disturbance, with no bar or spiral arms, but a large central bulge."
153,J013259.90-010513.5,dr5/J013/J013259.90-010513.5.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | small central bulge,"This galaxy has two spiral arms with a tight winding pattern, a small central bulge, and no bar, which can be seen in the image; it does not have an edge-on disk and is not merging, indicating that it is not undergoing any major interactions."
154,J145247.00+152609.3,dr5/J145/J145247.00+152609.3.png,smooth | round | not merging,"The image of the smooth, round galaxy was not merging."
155,J013225.99-075210.0,dr5/J013/J013225.99-075210.0.png,smooth | elliptical | not merging,"An elliptical galaxy is smooth and not merging, as seen in the image."
156,J164132.50+234551.2,dr5/J164/J164132.50+234551.2.png,smooth | round | not merging,"This galaxy had a smooth and round image, not merging with any others."
157,J141629.51+151157.2,dr5/J141/J141629.51+151157.2.png,smooth | has features or disk | elliptical | not merging,The image of the elliptical galaxy has smooth features and is not merging.
158,J113619.09-025045.0,dr5/J113/J113619.09-025045.0.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | no bar | has spiral arms | tight spiral winding | two spiral arms | moderate central bulge | large central bulge,"This galaxy has features of a spiral arm structure with tight winding, two major spiral arms and either a moderate or large central bulge. It does not appear to be merging with another object, and there is no bar present. There is also no edge-on disk structure visible, indicating that there is no significant disturbance from the merging of two objects."
159,J151438.09-024453.0,dr5/J151/J151438.09-024453.0.png,artifact,The image of the galaxy revealed an ancient artifact.
160,J144104.76+050102.6,dr5/J144/J144104.76+050102.6.png,has features or disk | has an edge-on disk | not merging | no central bulge,We observe a galaxy with an edge-on disk which is not merging and has no central bulge; it has features and an image that can be studied.
161,J083406.39+095955.8,dr5/J083/J083406.39+095955.8.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | no bar | does not have spiral arms,"The galaxy image has features of a disk, but does not have an edge-on disk, is not merging with another galaxy, and does not have a bar or spiral arms, suggesting only minor disturbance."
162,J144012.36-004128.6,dr5/J144/J144012.36-004128.6.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | tight spiral winding | three spiral arms,"This galaxy image has features such as a weak bar and spiral arms with tight spiral winding, consisting of three spiral arms; however, it does not have an edge-on disk."
163,J105946.09+102514.9,dr5/J105/J105946.09+102514.9.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms with a moderate central bulge and medium spiral winding, but it does not have an edge-on disk or a merging activity, and it has weak bar features."
164,J094318.13+055511.2,dr5/J094/J094318.13+055511.2.png,smooth | round | merging,"Two galaxies are merging together in a round, smooth image."
165,J115259.80-023226.5,dr5/J115/J115259.80-023226.5.png,smooth | elliptical,An elliptical galaxy appears smooth in an image.
166,J103522.28-002602.6,dr5/J103/J103522.28-002602.6.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other object in sight."
167,J111204.18+244609.4,dr5/J111/J111204.18+244609.4.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
168,J100208.60+004301.4,dr5/J100/J100208.60+004301.4.png,smooth | round,"The smooth, round image of the galaxy was breathtaking."
169,J084127.57+170819.3,dr5/J084/J084127.57+170819.3.png,smooth | elliptical | not merging,An elliptical galaxy appears to have a smooth image and is not merging.
170,J085501.54+265508.0,dr5/J085/J085501.54+265508.0.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | has spiral arms | medium spiral winding | three spiral arms,"This galaxy has features of a disk, does not have an edge-on disk and is merging with minor disturbance, with three distinct spiral arms of medium winding strength."
171,J134751.99+151724.4,dr5/J134/J134751.99+151724.4.png,smooth | round | not merging,"The smooth, round galaxy image did not appear to be merging."
172,J124326.70+021851.1,dr5/J124/J124326.70+021851.1.png,smooth | round | not merging,"The image of the galaxy is smooth and round, not merging."
173,J131153.99+191341.6,dr5/J131/J131153.99+191341.6.png,smooth | round | not merging,"This image of a smooth, round galaxy was not merging with another."
174,J092027.85+304858.1,dr5/J092/J092027.85+304858.1.png,has features or disk | does not have an edge-on disk | not merging | strong bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features such as a strong bar, two spiral arms with a loose winding and a moderate central bulge, but does not have an edge-on disk or appear to be merging."
175,J120143.71+073337.1,dr5/J120/J120143.71+073337.1.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
176,J015627.57+010351.9,dr5/J015/J015627.57+010351.9.png,has features or disk | has an edge-on disk | rounded central bulge,The galaxy image has features of a disk with an edge-on disk and a rounded central bulge.
177,J153053.61+044628.4,dr5/J153/J153053.61+044628.4.png,smooth | cigar-shaped | not merging,"This image of a smooth, cigar-shaped galaxy is not merging."
178,J101211.79+004145.3,dr5/J101/J101211.79+004145.3.png,smooth | elliptical | not merging,"The galaxy was an elliptical, smooth image, not merging with another."
179,J012335.13+005325.5,dr5/J012/J012335.13+005325.5.png,smooth | round | not merging,"This image of a smooth, round galaxy is not merging."
180,J143907.11+184803.6,dr5/J143/J143907.11+184803.6.png,smooth | elliptical | not merging,The image of the elliptical galaxy is smooth and not merging.
181,J145552.99+134016.1,dr5/J145/J145552.99+134016.1.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms with a moderate central bulge and loose spiral winding, but does not have an edge-on disk or a bar. The image of the galaxy shows that it has features such as spiral arms but does not have an edge-on disk or a bar."
